AccountID,CustomerID,AccountType,Balance,CreatedDate
757,2225,Checking,5414,2023-07-16
758,3592,Checking,59343,2016-02-07
759,1667,Business,43285,2018-06-25
760,1580,Checking,6373,2025-02-25
761,389,Checking,92775,2017-01-22
762,3946,Checking,70224,2025-02-14
763,2343,Business,98892,2015-09-01
764,3726,Savings,83445,2025-01-17
765,352,Business,54188,2024-08-13
766,2421,Checking,63687,2017-09-05
767,858,Business,79601,2024-05-25
768,2033,Savings,31976,2015-10-24
769,184,Checking,66452,2022-08-14
770,4162,Checking,21725,2023-07-06
771,1095,Business,52870,2018-12-24
772,4955,Business,31624,2019-06-01
773,2412,Savings,147,2024-07-11
774,1981,Savings,80491,2022-03-03
775,2793,Savings,11266,2025-03-29
776,2169,Savings,89051,2015-10-29
777,3073,Checking,65157,2021-06-05
778,832,Business,52755,2018-10-17
779,2429,Checking,62908,2023-03-01
780,1265,Savings,75576,2020-07-06
781,3846,Savings,9200,2017-03-03
782,4982,Checking,97998,2017-10-14
783,2625,Business,30190,2024-01-09
784,4886,Checking,9546,2024-01-04
785,317,Checking,5905,2019-01-23
786,1571,Business,78249,2022-06-07
787,2511,Savings,58078,2018-11-22
788,1335,Business,73160,2018-01-07
789,4519,Business,8630,2020-12-30
790,411,Checking,11334,2020-11-29
791,1604,Checking,88871,2016-06-23
792,4663,Business,67165,2022-04-02
793,4087,Business,77829,2020-11-23
794,22,Business,96932,2022-04-07
795,3462,Checking,294,2024-07-27
796,1032,Checking,27583,2017-07-16
797,3235,Checking,40464,2024-08-29
798,4747,Business,82939,2023-08-14
799,4522,Business,40218,2023-03-07
800,1722,Business,33351,2018-12-23
801,3396,Savings,77946,2016-07-12
802,4270,Savings,46299,2018-09-03
803,4657,Business,98412,2021-07-24
804,671,Savings,45841,2024-10-01
805,1955,Checking,88350,2024-05-05
806,2310,Checking,38788,2023-11-19
807,1891,Savings,27277,2017-08-04
808,768,Business,19773,2021-05-11
809,1689,Savings,47923,2023-07-24
810,4404,Business,43521,2024-05-11
811,2585,Business,47217,2021-01-16
812,3327,Business,70422,2022-08-08
813,2600,Savings,89588,2020-01-16
814,420,Business,23416,2017-10-12
815,3732,Business,53576,2021-05-14
816,1192,Checking,35358,2018-11-30
817,1376,Checking,35634,2023-08-03
818,2215,Checking,39790,2017-07-09
819,1822,Savings,91976,2020-07-16
820,1100,Business,1133,2023-08-05
821,1993,Checking,8510,2022-07-28
822,1033,Savings,24555,2018-08-18
823,4436,Checking,14144,2020-09-28
824,1632,Checking,41067,2020-03-08
825,550,Checking,80974,2015-10-22
826,314,Business,18173,2018-02-23
827,875,Savings,33747,2016-08-29
828,599,Savings,65404,2022-04-23
829,2585,Business,3430,2015-11-19
830,2297,Checking,37140,2019-02-22
831,3424,Savings,5223,2021-09-10
832,1982,Business,84611,2023-02-12
833,3882,Savings,60388,2018-10-09
834,2425,Business,58213,2019-05-21
835,3366,Business,72214,2022-10-20
836,3902,Checking,76222,2019-06-20
837,3685,Checking,12357,2015-06-05
838,2573,Checking,86580,2019-09-03
839,4528,Checking,3984,2016-09-14
840,2451,Checking,96074,2020-08-15
841,4000,Savings,96369,2015-06-08
842,2118,Savings,11622,2025-01-06
843,586,Checking,83706,2022-06-12
844,4349,Savings,47481,2021-02-11
845,2283,Checking,96560,2016-12-09
846,3580,Business,5999,2021-02-24
847,1256,Business,95658,2020-11-22
848,5,Savings,10610,2015-12-26
849,2611,Business,20483,2020-09-26
850,3251,Business,49054,2019-11-12
851,4130,Business,31206,2025-04-12
852,36,Savings,43805,2023-08-06
853,2171,Business,84465,2017-01-03
854,3442,Checking,71772,2017-01-02
855,1162,Savings,14625,2018-09-04
856,408,Business,73328,2018-04-04
857,3820,Checking,65976,2015-11-10
858,2748,Checking,91118,2017-09-12
859,2989,Business,30746,2020-07-26
860,2425,Business,36139,2024-01-21
861,3991,Business,61867,2025-01-09
862,1063,Savings,82085,2020-06-15
863,1688,Checking,90200,2017-12-19
864,4099,Savings,81204,2021-07-02
865,3580,Business,86941,2020-07-27
866,1542,Checking,84795,2022-02-07
867,439,Business,5066,2016-02-28
868,1927,Checking,61862,2018-07-14
869,1869,Business,19488,2017-12-22
870,1979,Checking,96006,2016-11-10
871,2215,Business,37703,2023-07-29
872,1346,Savings,16324,2020-04-05
873,2515,Savings,97602,2025-04-24
874,2198,Checking,59163,2021-11-20
875,4981,Savings,55350,2022-05-12
876,3212,Checking,73888,2024-10-19
877,3755,Savings,4439,2019-03-18
878,2150,Savings,54360,2024-01-25
879,3183,Business,23088,2021-01-15
880,3803,Checking,89119,2021-10-31
881,1788,Checking,54998,2018-09-28
882,1246,Checking,41355,2021-10-04
883,1493,Checking,31416,2020-01-13
884,2791,Business,24097,2018-01-11
885,4296,Business,17962,2017-12-04
886,4238,Savings,72970,2023-03-29
887,3379,Business,46579,2016-09-22
888,3006,Savings,26343,2024-08-04
889,4469,Savings,46338,2017-04-26
890,3867,Savings,66785,2023-01-31
891,4692,Business,59415,2018-03-24
892,79,Checking,1771,2024-04-29
893,191,Checking,37358,2015-11-26
894,4350,Business,61826,2023-04-08
895,2042,Checking,48024,2020-06-09
896,3867,Checking,57554,2018-09-22
897,3559,Checking,42999,2021-07-25
898,3100,Checking,1079,2016-01-06
899,1948,Business,8201,2022-09-15
900,2670,Savings,19038,2017-03-08
901,761,Savings,21522,2018-09-06
902,877,Checking,89805,2016-06-21
903,1079,Business,24816,2015-08-25
904,3723,Savings,92040,2015-12-15
905,2466,Checking,91662,2018-01-28
906,724,Checking,8181,2024-12-27
907,1994,Checking,50316,2019-05-27
908,2917,Savings,98934,2017-03-30
909,4987,Business,79742,2018-03-04
910,290,Savings,31924,2023-03-10
911,4319,Business,55568,2016-01-08
912,4750,Savings,15682,2024-10-27
913,2700,Checking,80344,2019-01-03
914,3082,Checking,34342,2019-10-10
915,1093,Savings,9208,2019-02-24
916,3646,Business,63754,2021-03-05
917,2507,Savings,57619,2020-06-01
918,662,Checking,13572,2017-09-28
919,1346,Checking,14959,2024-11-05
920,895,Savings,57607,2020-04-23
921,3822,Business,6748,2022-11-08
922,2089,Savings,58176,2025-02-27
923,3796,Business,98361,2019-01-31
924,3942,Savings,43564,2023-05-16
925,548,Savings,93161,2024-03-24
926,1051,Savings,85825,2022-02-27
927,2826,Checking,18694,2024-10-07
928,1603,Savings,77485,2017-08-28
929,3440,Checking,82800,2019-03-31
930,2251,Savings,11025,2017-04-05
931,679,Savings,13226,2024-03-14
932,577,Checking,58377,2022-04-11
933,2410,Checking,32379,2020-04-20
934,1217,Business,31097,2017-03-13
935,616,Business,22688,2017-07-31
936,3679,Business,64419,2020-03-23
937,3185,Savings,11643,2024-12-18
938,1379,Checking,42546,2023-05-12
939,3030,Savings,42315,2024-10-18
940,2809,Business,95548,2024-11-05
941,2882,Savings,28338,2016-03-08
942,3317,Savings,70231,2022-12-22
943,1695,Savings,16495,2021-01-28
944,1769,Business,68728,2019-11-21
945,2881,Business,11290,2016-02-15
946,1945,Business,48108,2025-04-22
947,770,Checking,34572,2018-09-20
948,306,Checking,64029,2023-04-18
949,1812,Checking,64415,2018-07-15
950,4504,Savings,15204,2024-11-01
951,1408,Business,89401,2021-02-15
952,1368,Checking,27805,2022-09-13
953,3493,Checking,44926,2023-12-10
954,8,Savings,78420,2024-09-07
955,1740,Checking,5719,2021-05-06
956,4578,Business,61723,2016-08-11
957,4325,Savings,60334,2017-06-22
958,1458,Business,29189,2024-03-11
959,3832,Business,5933,2025-03-01
960,1934,Savings,93116,2019-10-09
961,3724,Business,79984,2016-01-15
962,2662,Savings,50960,2023-12-26
963,980,Savings,65351,2018-06-15
964,135,Business,79375,2024-11-21
965,1903,Checking,56327,2017-02-16
966,2686,Savings,4366,2024-11-23
967,1581,Business,12551,2021-12-30
968,100,Business,56971,2016-02-01
969,1000,Savings,36758,2022-12-24
970,2928,Business,27515,2015-09-16
971,126,Checking,82884,2023-07-24
972,3793,Savings,38865,2018-01-03
973,282,Business,35949,2017-01-02
974,4945,Checking,6074,2021-07-15
975,2920,Business,50051,2020-09-12
976,979,Savings,83090,2019-10-30
977,1390,Checking,75760,2021-04-29
978,1203,Business,70256,2023-08-27
979,2172,Business,938,2022-07-31
980,3252,Checking,41657,2022-03-15
981,2855,Business,7590,2020-06-13
982,1879,Business,17068,2024-06-08
983,2460,Checking,33753,2018-09-12
984,3017,Savings,35054,2015-09-24
985,692,Savings,13643,2022-04-22
986,78,Checking,6929,2018-03-25
987,2385,Business,94353,2023-01-03
988,1460,Checking,43678,2021-02-05
989,819,Business,83998,2022-08-24
990,840,Business,54795,2019-10-26
991,206,Business,4415,2021-10-14
992,3653,Business,51040,2017-04-30
993,3290,Checking,71962,2016-02-09
994,1066,Savings,20931,2018-11-29
995,4565,Savings,99714,2017-08-15
996,1860,Business,56853,2015-10-02
997,3001,Business,21055,2022-06-14
998,3007,Checking,84188,2019-06-24
999,1933,Checking,99239,2023-03-07
1000,3754,Business,24022,2015-09-02
1001,2232,Checking,66476,2025-03-03
1002,4610,Business,17342,2023-11-16
1003,1152,Business,73365,2017-12-07
1004,1207,Business,21772,2017-06-04
1005,2918,Checking,84852,2021-07-28
1006,3445,Savings,46734,2017-09-18
1007,555,Checking,22205,2020-09-27
1008,53,Checking,11124,2021-06-20
1009,4912,Savings,15606,2016-01-15
1010,1406,Business,37308,2018-01-25
1011,4742,Checking,37350,2023-06-01
1012,2075,Checking,39652,2022-07-17
1013,4898,Checking,75411,2023-03-13
1014,4288,Checking,1783,2019-06-04
1015,843,Business,48809,2020-09-24
1016,4930,Checking,58758,2021-11-20
1017,3860,Checking,85175,2021-04-08
1018,2237,Checking,44486,2024-02-01
1019,720,Checking,65711,2021-07-29
1020,998,Business,31473,2023-07-09
1021,4082,Savings,98599,2024-07-04
1022,533,Business,69242,2019-11-12
1023,596,Business,97881,2025-02-08
1024,4604,Checking,49650,2018-04-23
1025,464,Checking,42994,2024-04-04
1026,3062,Business,36705,2024-04-21
1027,1743,Savings,35136,2016-08-21
1028,3206,Savings,83017,2021-11-14
1029,4171,Savings,53208,2025-01-23
1030,3047,Business,61839,2022-02-16
1031,4052,Savings,7134,2016-03-10
1032,62,Checking,4863,2023-08-08
1033,4639,Checking,7797,2019-03-31
1034,2089,Checking,293,2021-11-26
1035,3100,Business,29256,2021-07-01
1036,2141,Savings,95340,2018-08-28
1037,4556,Savings,223,2018-01-25
1038,4931,Business,69195,2025-02-21
1039,263,Checking,77297,2022-08-16
1040,4024,Business,56309,2023-08-22
1041,3677,Checking,94979,2017-11-21
1042,1624,Checking,67938,2025-03-24
1043,537,Savings,45872,2023-07-03
1044,179,Checking,47692,2022-09-17
1045,2164,Savings,92424,2022-10-07
1046,2923,Checking,23997,2023-04-01
1047,462,Business,16542,2019-12-05
1048,4343,Checking,29234,2021-06-23
1049,928,Checking,65216,2018-12-22
1050,4970,Business,98341,2019-09-18
1051,3688,Business,63049,2015-11-21
1052,1055,Savings,16976,2017-06-02
1053,4598,Business,35277,2017-07-13
1054,1622,Business,85189,2022-09-04
1055,793,Checking,38812,2019-06-28
1056,2549,Savings,43966,2017-05-29
1057,2166,Savings,68062,2019-02-16
1058,207,Savings,48545,2017-07-23
1059,4269,Business,22375,2022-05-09
1060,1182,Checking,75721,2016-02-20
1061,708,Savings,54137,2016-05-16
1062,1509,Savings,76485,2018-05-30
1063,3354,Business,59872,2018-04-02
1064,2,Business,20529,2019-07-28
1065,323,Checking,63488,2016-08-31
1066,3210,Savings,35566,2023-08-30
1067,4818,Business,69974,2024-02-10
1068,756,Business,34311,2023-06-02
1069,1312,Business,74967,2024-06-12
1070,2960,Savings,72277,2020-12-12
1071,877,Business,82367,2025-03-25
1072,4091,Checking,58856,2021-09-13
1073,189,Savings,50058,2019-11-25
1074,643,Business,52147,2023-01-17
1075,412,Business,51691,2018-01-22
1076,4063,Business,84939,2016-01-11
1077,4712,Business,13783,2022-05-05
1078,132,Savings,59234,2017-09-02
1079,1039,Savings,78994,2024-11-02
1080,4244,Business,94770,2019-10-02
1081,4448,Business,12959,2017-01-17
1082,1150,Business,82303,2015-12-27
1083,3221,Business,81397,2020-05-14
1084,109,Business,33572,2022-12-02
1085,4821,Business,18555,2022-12-23
1086,4369,Savings,33250,2015-08-24
1087,4164,Savings,89365,2020-08-26
1088,4809,Savings,46257,2016-09-20
1089,1248,Business,56318,2017-01-13
1090,3121,Business,33841,2018-01-14
1091,1880,Savings,62325,2023-10-15
1092,2338,Savings,70224,2020-05-16
1093,1466,Checking,34138,2020-02-10
1094,3419,Savings,35102,2025-02-23
1095,1086,Business,34683,2023-05-19
1096,461,Savings,55451,2015-05-30
1097,50,Checking,77916,2017-07-18
1098,4641,Checking,19614,2019-09-18
1099,4239,Checking,1291,2024-10-02
1100,912,Savings,28115,2025-01-02
1101,660,Checking,76079,2023-10-30
1102,3338,Business,25260,2021-06-16
1103,3268,Savings,32017,2021-02-11
1104,1480,Savings,50710,2023-01-22
1105,1183,Savings,16104,2020-02-28
1106,1415,Business,33040,2023-05-29
1107,1120,Checking,76152,2016-11-20
1108,1930,Business,59481,2018-06-30
1109,3920,Checking,16803,2022-01-14
1110,2192,Checking,8442,2025-01-31
1111,1307,Savings,11073,2022-07-15
1112,191,Checking,15998,2016-08-18
1113,2465,Savings,84211,2017-06-30
1114,741,Business,92743,2024-02-24
1115,1243,Savings,17271,2023-01-02
1116,1446,Checking,88132,2025-01-31
1117,4402,Savings,11199,2022-08-18
1118,308,Business,65758,2020-07-16
1119,4734,Checking,14324,2025-01-30
1120,1460,Checking,44557,2020-10-27
1121,1282,Checking,22333,2021-05-03
1122,309,Savings,47523,2021-12-04
1123,611,Savings,28080,2021-09-03
1124,2773,Checking,15350,2016-05-09
1125,4761,Checking,82407,2023-03-13
1126,4908,Business,35900,2022-01-05
1127,4084,Savings,99423,2021-03-11
1128,2987,Savings,60249,2022-10-07
1129,985,Business,31554,2019-12-30
1130,549,Savings,35720,2016-07-12
1131,753,Checking,45133,2018-12-11
1132,732,Checking,27619,2016-01-26
1133,4870,Savings,66382,2020-09-09
1134,4488,Checking,7216,2015-08-22
1135,437,Checking,48646,2018-01-02
1136,4467,Checking,1775,2017-03-08
1137,2917,Savings,71505,2022-06-26
1138,2576,Business,82335,2023-03-13
1139,4697,Business,41986,2017-05-04
1140,3585,Business,16126,2016-04-24
1141,1574,Business,95737,2016-02-06
1142,2956,Savings,53884,2022-06-30
1143,3788,Savings,97105,2018-09-02
1144,656,Savings,40249,2017-07-19
1145,586,Savings,51262,2023-01-10
1146,784,Checking,53940,2018-04-14
1147,545,Checking,19035,2015-07-18
1148,22,Business,97409,2017-03-08
1149,2768,Checking,85345,2020-09-14
1150,3819,Savings,41552,2019-08-24
1151,3738,Business,88784,2018-08-13
1152,4136,Savings,86969,2015-08-17
1153,1336,Savings,22775,2020-02-14
1154,4660,Savings,19293,2021-03-23
1155,3531,Checking,79910,2016-08-08
1156,2684,Checking,76918,2021-10-24
1157,2474,Checking,35465,2016-05-17
1158,2778,Savings,96528,2018-12-07
1159,4144,Checking,99746,2021-05-23
1160,1841,Checking,44812,2019-12-05
1161,2081,Business,99018,2019-12-08
1162,3019,Business,42934,2023-09-05
1163,3016,Business,41402,2021-06-20
1164,54,Checking,22917,2018-07-10
1165,4577,Savings,11498,2015-09-03
1166,2067,Checking,12139,2025-03-27
1167,2490,Checking,87192,2016-02-20
1168,4342,Checking,72594,2025-01-03
1169,1101,Checking,13874,2024-10-15
1170,2245,Business,83231,2015-05-13
1171,3499,Savings,73552,2017-02-02
1172,837,Checking,82214,2024-01-30
1173,330,Checking,91209,2022-12-29
1174,1289,Business,91464,2017-07-01
1175,3678,Checking,45602,2017-06-01
1176,4341,Checking,74006,2016-10-25
1177,1321,Savings,43102,2017-11-17
1178,3238,Business,31524,2022-04-08
1179,1194,Checking,92295,2019-01-17
1180,3276,Business,79010,2025-02-20
1181,1936,Checking,27383,2016-12-06
1182,3398,Checking,73877,2017-12-11
1183,2281,Checking,85403,2015-07-14
1184,3236,Checking,98087,2024-04-29
1185,4752,Business,69609,2016-04-16
1186,2341,Savings,3702,2024-03-31
1187,1831,Savings,16096,2016-10-01
1188,2357,Business,82910,2017-09-19
1189,1547,Savings,88698,2021-03-17
1190,3224,Checking,47670,2025-02-16
1191,4625,Checking,24316,2024-03-10
1192,4305,Business,78660,2019-06-24
1193,2021,Savings,4022,2019-03-31
1194,4687,Business,5520,2023-03-27
1195,290,Savings,10658,2024-06-19
1196,926,Business,39867,2024-03-27
1197,863,Checking,57985,2017-06-13
1198,4963,Checking,90840,2022-03-02
1199,4347,Savings,38388,2018-11-01
1200,2138,Checking,45706,2016-06-10
1201,305,Checking,68236,2024-11-26
1202,1227,Checking,54090,2018-02-02
1203,16,Savings,24342,2017-09-21
1204,2533,Business,35549,2015-08-06
1205,4546,Savings,81373,2022-11-13
1206,4558,Business,82931,2021-01-26
1207,3878,Savings,84174,2019-01-15
1208,4069,Business,43866,2018-04-25
1209,1203,Savings,31859,2021-01-21
1210,4486,Checking,33639,2022-01-24
1211,107,Checking,72825,2018-01-02
1212,662,Savings,83612,2018-02-22
1213,4919,Savings,91849,2022-11-24
1214,3065,Business,99453,2016-10-02
1215,1891,Checking,78395,2016-10-26
1216,1394,Checking,24337,2023-03-04
1217,2185,Savings,87006,2015-06-27
1218,591,Savings,62489,2017-09-11
1219,2677,Business,8118,2025-04-01
1220,1773,Savings,61832,2019-02-07
1221,969,Checking,79088,2023-10-15
1222,3370,Checking,28469,2015-09-22
1223,2277,Checking,30958,2016-05-06
1224,147,Checking,19670,2015-12-31
1225,1758,Savings,80990,2019-08-08
1226,2821,Checking,37119,2023-12-24
1227,2773,Checking,11539,2018-05-17
1228,2517,Checking,25330,2021-09-22
1229,4745,Checking,72132,2017-11-12
1230,4709,Business,23001,2021-04-05
1231,2231,Savings,78571,2020-02-23
1232,1235,Savings,31069,2024-02-19
1233,2887,Checking,71273,2018-03-02
1234,4502,Savings,90573,2016-10-13
1235,865,Business,37264,2018-09-06
1236,4633,Business,51006,2022-05-07
1237,4929,Business,38969,2017-02-12
1238,4621,Checking,13395,2025-03-22
1239,3733,Savings,2377,2020-08-13
1240,4865,Savings,37628,2019-09-17
1241,1361,Checking,13588,2018-10-17
1242,2919,Business,15113,2019-02-13
1243,2908,Business,9383,2016-10-19
1244,110,Savings,5378,2023-11-13
1245,3619,Savings,66794,2016-01-25
1246,3762,Checking,92657,2015-10-14
1247,4913,Savings,96434,2022-04-30
1248,4767,Business,40201,2020-02-19
1249,4045,Business,38758,2018-05-12
1250,2768,Business,43634,2016-08-01
1251,2978,Business,25124,2016-06-02
1252,1145,Checking,85827,2021-02-19
1253,687,Checking,47550,2024-04-21
1254,674,Checking,70506,2019-01-24
1255,3273,Savings,41369,2016-10-12
1256,1753,Business,16932,2024-11-03
1257,1099,Savings,77539,2015-09-30
1258,3658,Checking,77625,2015-07-11
1259,4670,Savings,44571,2019-09-03
1260,4185,Business,7839,2015-10-22
1261,2170,Business,55106,2015-08-28
1262,1088,Business,71301,2019-07-07
1263,3010,Savings,2495,2020-06-22
1264,2712,Business,13025,2018-11-10
1265,433,Savings,48188,2019-10-06
1266,4686,Checking,28573,2017-06-27
1267,2833,Business,83264,2021-05-06
1268,3022,Savings,5680,2020-09-18
1269,4111,Savings,80976,2021-03-20
1270,43,Savings,90335,2023-06-10
1271,3589,Savings,23961,2022-01-11
1272,966,Business,55964,2018-02-24
1273,1962,Savings,79072,2023-12-05
1274,3440,Savings,55943,2015-05-13
1275,3299,Business,96432,2023-06-05
1276,3739,Savings,55693,2017-03-11
1277,4557,Checking,31564,2020-05-06
1278,3459,Checking,64767,2018-03-01
1279,657,Business,88135,2016-06-30
1280,662,Business,47645,2015-10-08
1281,4082,Checking,85665,2016-03-16
1282,217,Checking,84563,2023-12-30
1283,2023,Checking,62295,2016-11-05
1284,2229,Savings,65560,2023-12-06
1285,77,Savings,95555,2017-04-05
1286,3993,Checking,72058,2020-07-17
1287,343,Business,78989,2017-11-23
1288,2497,Savings,52860,2025-02-17
1289,2330,Savings,92101,2016-10-23
1290,4190,Savings,27877,2022-04-08
1291,1980,Business,19630,2021-01-04
1292,106,Checking,65632,2018-11-28
1293,150,Checking,95930,2022-07-24
1294,4571,Savings,59246,2020-10-29
1295,3272,Business,59765,2015-07-19
1296,2534,Business,22442,2020-07-28
1297,4136,Savings,87457,2023-02-13
1298,4658,Business,79066,2021-07-22
1299,2677,Checking,67863,2025-04-15
1300,4770,Savings,12391,2020-09-24
1301,2865,Savings,20900,2019-04-21
1302,2472,Business,1841,2024-09-17
1303,1776,Checking,44108,2022-11-14
1304,2997,Checking,97889,2020-11-17
1305,4205,Business,8372,2020-01-26
1306,3647,Checking,4334,2025-01-11
1307,3327,Business,30733,2016-04-30
1308,4470,Savings,79387,2018-09-26
1309,1096,Savings,24831,2018-09-05
1310,2076,Business,54655,2021-09-01
1311,2190,Checking,78070,2021-01-13
1312,4654,Business,37941,2017-08-16
1313,4779,Checking,33978,2020-03-05
1314,4996,Business,76805,2019-03-12
1315,28,Savings,18849,2021-10-29
1316,932,Savings,86016,2017-07-24
1317,4475,Checking,90341,2017-12-30
1318,3785,Savings,42643,2017-02-19
1319,3783,Business,20882,2018-06-01
1320,2648,Business,86892,2021-11-27
1321,4721,Savings,71104,2023-12-09
1322,729,Business,4620,2016-11-16
1323,1349,Business,1316,2017-01-01
1324,3275,Business,70059,2016-01-29
1325,621,Business,46618,2023-06-06
1326,661,Checking,53308,2024-11-20
1327,3653,Checking,66043,2022-12-28
1328,2700,Savings,41333,2025-03-24
1329,1325,Savings,92058,2022-10-17
1330,4511,Savings,71196,2016-06-05
1331,519,Savings,62624,2021-01-21
1332,2877,Savings,86047,2023-05-12
1333,1745,Checking,96570,2022-02-08
1334,3066,Savings,42090,2020-07-25
1335,4051,Checking,16735,2022-03-26
1336,3021,Savings,8576,2018-09-08
1337,3980,Checking,63983,2016-06-13
1338,4086,Savings,91652,2018-03-23
1339,2305,Checking,13694,2021-05-21
1340,3516,Savings,51968,2016-01-16
1341,4631,Business,31983,2024-05-24
1342,4795,Savings,58586,2015-07-03
1343,1178,Savings,96801,2021-09-04
1344,2267,Checking,42076,2025-01-23
1345,1755,Savings,67101,2017-05-30
1346,504,Checking,55481,2025-02-10
1347,3768,Business,99834,2025-04-14
1348,2110,Business,44380,2017-02-10
1349,4708,Business,67863,2021-09-12
1350,1070,Checking,61149,2024-10-04
1351,1825,Savings,7330,2021-01-16
1352,2430,Checking,41761,2016-07-03
1353,4611,Business,91556,2016-09-28
1354,251,Checking,42581,2015-11-13
1355,3800,Business,34937,2020-10-12
1356,333,Business,8615,2019-05-24
1357,3905,Business,97168,2019-09-29
1358,2277,Business,46977,2018-01-06
1359,3452,Business,57929,2018-06-12
1360,3565,Business,37451,2016-05-07
1361,3243,Business,53798,2018-12-18
1362,3378,Savings,26157,2024-03-03
1363,1780,Business,62963,2015-10-02
1364,321,Checking,87745,2022-09-26
1365,1576,Savings,74456,2020-05-23
1366,4220,Savings,8293,2021-05-18
1367,4324,Business,83666,2018-09-18
1368,3510,Checking,44012,2022-08-07
1369,3947,Checking,39977,2020-10-17
1370,2538,Business,61881,2016-12-26
1371,1603,Business,18571,2023-12-09
1372,2978,Business,96236,2023-09-28
1373,1991,Savings,16108,2017-12-15
1374,4584,Savings,44059,2020-01-27
1375,1417,Savings,37186,2021-05-05
1376,892,Savings,91723,2023-09-01
1377,786,Savings,77977,2021-05-06
1378,2799,Savings,6287,2020-12-15
1379,829,Checking,62441,2023-12-17
1380,1286,Business,66863,2023-08-20
1381,887,Savings,76434,2019-10-27
1382,1788,Business,47317,2023-04-01
1383,955,Checking,76735,2017-02-23
1384,2713,Checking,67406,2016-05-20
1385,3780,Business,97365,2024-10-06
1386,4080,Business,19053,2025-05-04
1387,807,Business,27050,2019-05-11
1388,1287,Savings,42513,2024-08-05
1389,394,Business,582,2016-03-24
1390,3133,Checking,48063,2025-03-26
1391,1436,Business,54076,2019-11-16
1392,1740,Business,38521,2022-01-20
1393,319,Checking,65367,2016-01-17
1394,896,Business,80964,2020-09-28
1395,2017,Checking,18475,2024-09-17
1396,4476,Business,92778,2023-02-09
1397,2919,Checking,45795,2022-03-07
1398,2992,Savings,52796,2017-05-30
1399,697,Savings,47018,2020-12-07
1400,3235,Business,61107,2024-04-18
1401,2631,Checking,77312,2019-11-13
1402,4184,Business,77024,2015-12-21
1403,979,Savings,62956,2017-07-28
1404,967,Checking,28435,2021-03-06
1405,4052,Savings,44515,2021-01-13
1406,3796,Savings,75562,2016-12-12
1407,1901,Savings,24820,2023-12-14
1408,2918,Savings,78060,2018-11-14
1409,602,Checking,85794,2016-05-20
1410,3687,Business,69395,2022-08-31
1411,4049,Checking,17749,2015-06-15
1412,2514,Checking,7944,2019-10-09
1413,1713,Checking,3223,2018-02-09
1414,3808,Business,8356,2016-03-25
1415,71,Business,63786,2018-08-12
1416,3734,Checking,89130,2016-12-03
1417,3486,Savings,20086,2019-04-20
1418,4269,Savings,20594,2024-11-06
1419,846,Business,7155,2016-12-20
1420,1564,Checking,97348,2021-04-22
1421,3486,Business,14793,2015-08-03
1422,3196,Checking,27409,2022-01-18
1423,2413,Business,333,2023-09-03
1424,4183,Business,47045,2024-12-11
1425,506,Checking,70445,2023-03-09
1426,4175,Savings,19872,2018-03-07
1427,3480,Business,18156,2016-09-30
1428,3074,Business,72585,2023-03-12
1429,1567,Checking,69746,2022-10-29
1430,1377,Checking,91177,2024-09-28
1431,1503,Savings,77255,2022-02-22
1432,4614,Savings,29456,2022-02-10
1433,2383,Savings,43334,2021-07-30
1434,3546,Savings,93632,2015-12-25
1435,2271,Checking,30958,2018-06-16
1436,4361,Business,71753,2022-04-16
1437,2110,Savings,84439,2020-12-10
1438,3670,Business,23709,2021-10-26
1439,3606,Savings,28289,2024-06-06
1440,3366,Business,30626,2021-06-26
1441,4980,Checking,62514,2020-07-29
1442,2466,Savings,24124,2023-01-23
1443,1859,Business,23010,2016-01-15
1444,3662,Savings,46436,2016-03-17
1445,4245,Checking,42676,2020-07-30
1446,288,Business,2850,2020-05-30
1447,4357,Checking,35910,2019-04-23
1448,3595,Business,75527,2020-05-17
1449,3246,Business,6532,2019-08-22
1450,4606,Checking,52508,2025-01-30
1451,3463,Savings,55858,2024-08-16
1452,2858,Savings,54438,2021-03-15
1453,238,Business,5827,2023-03-15
1454,3734,Checking,95069,2023-09-27
1455,429,Business,81627,2024-01-15
1456,3316,Checking,23874,2025-05-03
1457,2651,Savings,70626,2022-10-06
1458,1736,Business,31095,2015-09-27
1459,1855,Savings,71478,2017-06-14
1460,729,Business,3325,2023-11-13
1461,4553,Savings,67905,2015-10-27
1462,4895,Checking,44280,2018-09-11
1463,1653,Savings,51279,2022-02-15
1464,3340,Business,49004,2023-02-13
1465,4451,Savings,54776,2017-05-05
1466,4066,Checking,25506,2016-01-14
1467,2508,Business,67840,2022-07-07
1468,3321,Business,16887,2023-06-15
1469,2620,Business,84974,2019-05-10
1470,1516,Business,93213,2017-05-14
1471,641,Checking,64772,2019-11-07
1472,4771,Checking,31827,2016-07-12
1473,2875,Business,10253,2022-01-07
1474,546,Business,25869,2021-11-06
1475,1987,Savings,6277,2020-10-23
1476,2191,Checking,30907,2017-09-17
1477,3970,Business,74797,2022-07-15
1478,4140,Savings,89970,2018-03-31
1479,4038,Business,64054,2019-03-02
1480,4366,Business,54196,2018-08-19
1481,3020,Checking,34725,2015-12-14
1482,4445,Savings,93255,2024-01-22
1483,4163,Checking,38007,2024-01-23
1484,4370,Savings,58050,2019-06-15
1485,325,Business,9365,2022-10-05
1486,4994,Checking,62232,2021-09-05
1487,350,Business,71141,2016-02-10
